Attrition_Flag,Customer_Age,Gender,Dependent_count,Education_Level,Marital_Status,Income_Category,Card_Category,Months_on_book,Total_Relationship_Count,Months_Inactive,Contacts_Count,Credit_Limit,Total_Revolving_Bal,Total_Trans_Amt,Total_Trans_Ct
Attrited Customer,44,M,2,Doctorate,Married,$80K - $120K,Blue,38,1,2,1,25894,2517,4847,49
Attrited Customer,46,F,3,Graduate,Single,Less than $40K,Blue,36,4,2,3,3138,986,4724,56
Existing Customer,49,M,1,Uneducated,Single,$120K +,Blue,38,2,2,3,12055,1858,7222,93
Existing Customer,54,F,2,Graduate,Single,$40K - $60K,Blue,41,2,1,3,10753,1845,7302,80
Existing Customer,46,F,3,Uneducated,Married,Less than $40K,Blue,35,6,5,1,2069,1101,7307,82
Existing Customer,53,M,4,High School,Divorced,$120K +,Blue,36,3,3,2,34516,1337,7919,85
Existing Customer,44,M,3,Graduate,Married,$60K - $80K,Blue,32,2,1,1,20001,0,8094,96
Existing Customer,48,M,2,High School,Married,$40K - $60K,Blue,42,2,3,2,8786,1559,8575,92
Existing Customer,41,M,3,Uneducated,Single,$80K - $120K,Blue,28,1,3,3,7142,1917,7892,83
Attrited Customer,45,F,4,Post-Graduate,Single,Less than $40K,Blue,36,1,3,3,4477,2517,4996,55
Attrited Customer,44,M,4,Post-Graduate,Single,$80K - $120K,Blue,36,5,3,2,2367,1606,4506,59
Existing Customer,39,M,2,Uneducated,Single,$60K - $80K,Blue,29,2,2,3,23402,958,7570,98
Existing Customer,41,M,3,Graduate,Married,$120K +,Blue,36,2,3,2,6565,1130,7729,97
Attrited Customer,50,M,4,High School,Single,$120K +,Blue,41,4,3,3,6982,0,4830,50
Existing Customer,50,M,3,Uneducated,Married,Less than $40K,Blue,36,2,3,3,5128,0,7588,98
Existing Customer,49,M,2,Graduate,Married,$80K - $120K,Silver,39,1,1,2,34516,1118,7734,74
Existing Customer,49,M,2,Graduate,Married,$120K +,Blue,40,2,4,1,14646,1448,8160,92
Existing Customer,41,M,5,Graduate,Married,$80K - $120K,Blue,37,1,3,2,12578,2517,8362,82
Existing Customer,52,F,1,High School,Single,$40K - $60K,Blue,42,1,3,1,3416,1970,8254,75
Existing Customer,42,M,4,Graduate,Married,$60K - $80K,Silver,33,1,2,1,6224,0,7612,82
Attrited Customer,41,M,2,Graduate,Single,$60K - $80K,Gold,36,2,3,3,34516,687,4822,57
Attrited Customer,53,F,4,Graduate,Single,$40K - $60K,Blue,43,1,3,2,6058,0,4754,60
Existing Customer,49,M,4,Uneducated,Married,$80K - $120K,Blue,39,2,3,2,8561,915,7341,79
Existing Customer,51,F,5,High School,Single,Less than $40K,Blue,36,1,1,1,7645,2076,7710,75
Existing Customer,51,M,3,Uneducated,Single,$60K - $80K,Blue,42,2,4,1,1922,1124,8049,76
Existing Customer,51,F,2,High School,Married,Less than $40K,Blue,33,2,1,3,5625,1640,7890,75
Existing Customer,46,M,5,Doctorate,Divorced,$120K +,Blue,31,1,2,2,34516,1802,7936,101
Attrited Customer,43,M,3,Post-Graduate,Married,$40K - $60K,Blue,36,6,2,2,9422,2108,4633,58
Attrited Customer,41,M,3,High School,Married,$120K +,Blue,32,2,2,1,34516,0,4734,57
Existing Customer,49,M,3,Uneducated,Married,$80K - $120K,Blue,45,2,1,1,4778,1351,7590,74
Attrited Customer,53,F,2,High School,Single,Less than $40K,Blue,46,6,1,2,3199,0,4805,59
Existing Customer,51,M,1,Graduate,Married,$120K +,Blue,39,2,3,2,34516,2452,7111,82
Attrited Customer,60,F,2,High School,Single,Less than $40K,Blue,54,1,6,2,8141,1811,5043,53
Existing Customer,42,F,3,Graduate,Married,Less than $40K,Blue,33,2,3,1,3794,1544,7872,80
Existing Customer,46,F,2,Graduate,Single,Less than $40K,Blue,36,1,1,1,5785,2130,7950,86
Existing Customer,47,M,3,Uneducated,Married,$80K - $120K,Blue,38,1,3,2,31987,0,7926,83
Attrited Customer,43,M,4,Post-Graduate,Single,$40K - $60K,Blue,25,1,2,2,9043,1974,4638,48
Existing Customer,47,F,3,Graduate,Single,Less than $40K,Silver,40,1,2,2,11128,2517,8526,93
Existing Customer,51,M,2,Graduate,Single,$40K - $60K,Blue,41,1,3,3,3062,2058,7289,75
Existing Customer,44,M,1,Graduate,Married,$80K - $120K,Gold,29,2,1,3,34516,942,7665,86
Existing Customer,40,M,2,High School,Divorced,$40K - $60K,Blue,32,1,3,2,7566,1618,7570,88
Existing Customer,44,F,2,High School,Married,Less than $40K,Blue,36,2,1,0,6633,1322,8396,106
Existing Customer,50,M,2,Graduate,Married,$80K - $120K,Silver,42,2,3,3,34516,2517,8186,85
Attrited Customer,49,M,3,Post-Graduate,Single,$60K - $80K,Blue,42,2,4,2,14895,0,5147,53
Existing Customer,49,F,4,Graduate,Single,Less than $40K,Blue,36,1,1,3,2636,1257,7136,82
Attrited Customer,43,M,2,High School,Single,$120K +,Blue,30,1,2,2,10896,2517,4935,58
Existing Customer,43,F,0,High School,Married,Less than $40K,Blue,35,1,1,0,8401,1085,7697,98
Existing Customer,52,M,2,Uneducated,Married,$120K +,Silver,43,1,2,2,34516,1588,7512,81
Existing Customer,49,M,3,Graduate,Single,$80K - $120K,Blue,36,2,3,1,4557,985,7333,91
Existing Customer,55,M,3,Uneducated,Single,$40K - $60K,Blue,36,1,3,3,10949,829,7685,91
Existing Customer,44,F,3,Graduate,Married,Less than $40K,Silver,26,1,3,1,10877,1802,7974,90
Existing Customer,46,M,2,Graduate,Married,$80K - $120K,Blue,39,2,2,3,11901,2517,7998,82
Existing Customer,52,M,2,Graduate,Single,$40K - $60K,Blue,41,1,2,2,9298,1898,8427,87
Existing Customer,62,F,0,Post-Graduate,Single,$40K - $60K,Blue,53,1,2,3,4136,0,7739,97
Existing Customer,57,M,1,High School,Single,$80K - $120K,Blue,45,1,6,1,15030,1395,7603,81
Existing Customer,44,F,3,Graduate,Married,Less than $40K,Blue,40,1,1,3,6441,2151,7123,94
Existing Customer,51,M,1,Post-Graduate,Married,$120K +,Silver,31,2,5,2,34516,1991,7520,79
Existing Customer,45,F,3,High School,Married,Less than $40K,Blue,33,1,2,3,4174,2507,7905,86
Existing Customer,46,M,3,Graduate,Married,Less than $40K,Blue,27,1,2,2,6954,1502,7510,89
Existing Customer,43,F,4,High School,Single,Less than $40K,Blue,38,1,1,1,1820,0,7714,91
Existing Customer,52,M,1,Uneducated,Married,$40K - $60K,Blue,36,2,2,3,2937,1633,8235,102
Existing Customer,46,F,3,High School,Single,Less than $40K,Blue,36,1,3,2,6636,2399,7023,86
Existing Customer,41,M,2,Graduate,Married,$60K - $80K,Silver,31,2,3,3,31497,2192,7685,92
Attrited Customer,52,M,1,High School,Married,$120K +,Blue,34,2,3,1,34516,0,4863,56
Existing Customer,52,F,1,High School,Married,Less than $40K,Blue,35,1,3,3,1959,1022,7847,65
Attrited Customer,51,M,3,Post-Graduate,Married,$80K - $120K,Silver,37,6,2,2,34516,989,4810,55
Existing Customer,49,M,5,Graduate,Single,$60K - $80K,Blue,42,2,1,3,7801,2018,7561,91
Existing Customer,46,M,1,Graduate,Divorced,$40K - $60K,Blue,37,1,2,2,11343,1175,8313,107
Attrited Customer,43,M,3,Post-Graduate,Married,$40K - $60K,Platinum,31,2,3,4,23981,593,4758,65
Existing Customer,49,M,4,High School,Married,$80K - $120K,Blue,40,2,3,2,7667,2191,7886,94
Existing Customer,41,M,2,Uneducated,Single,$120K +,Blue,24,2,2,1,34516,1022,8202,88
Existing Customer,37,M,2,High School,Single,$80K - $120K,Blue,36,1,2,3,6713,1590,7946,85
Existing Customer,51,M,2,Uneducated,Married,$120K +,Blue,40,1,3,1,10984,1429,7850,85
Existing Customer,50,M,1,Doctorate,Married,$120K +,Blue,39,2,3,2,34516,2517,8087,86
Existing Customer,57,M,2,Uneducated,Single,$60K - $80K,Blue,36,1,1,3,23058,1534,7009,82
Existing Customer,40,M,4,Uneducated,Married,$120K +,Blue,36,2,2,2,17606,1377,8104,83
Existing Customer,45,F,3,High School,Divorced,$40K - $60K,Silver,36,2,2,2,18000,1829,7149,86
Existing Customer,39,F,3,High School,Single,Less than $40K,Blue,33,2,1,2,1621,0,7400,86
Existing Customer,43,F,1,Graduate,Married,Less than $40K,Blue,38,2,2,1,2550,1421,8063,72
Existing Customer,45,M,3,Graduate,Divorced,$60K - $80K,Silver,31,2,1,3,34516,1509,7167,91
Attrited Customer,38,M,1,High School,Single,$120K +,Blue,30,5,3,3,10874,2415,4619,59
Attrited Customer,39,M,2,Graduate,Divorced,$40K - $60K,Silver,23,5,2,3,17894,304,4691,63
Existing Customer,49,F,5,Graduate,Married,Less than $40K,Gold,38,1,2,2,15016,2016,7685,84
Existing Customer,45,M,4,Graduate,Single,$120K +,Blue,38,1,1,3,9036,0,8356,79
Existing Customer,54,M,1,High School,Single,$80K - $120K,Blue,36,1,2,3,12813,1998,7803,81
Existing Customer,40,F,3,Doctorate,Married,Less than $40K,Blue,29,1,1,1,4660,1844,8571,84
Attrited Customer,48,M,1,Post-Graduate,Single,$80K - $120K,Blue,38,4,2,2,13174,0,4890,49
Existing Customer,42,M,3,Graduate,Single,$120K +,Blue,36,1,2,3,31639,2446,7119,86
Existing Customer,49,M,4,High School,Married,$120K +,Gold,36,1,1,1,34516,1634,7788,94
Existing Customer,43,M,4,Uneducated,Single,$120K +,Blue,36,1,1,3,34516,1742,7360,82
Existing Customer,38,F,1,Graduate,Single,Less than $40K,Blue,29,2,3,3,7504,1134,7525,100
Existing Customer,44,M,1,Uneducated,Married,$120K +,Blue,33,2,2,3,34516,1058,7412,84
Existing Customer,45,M,4,Graduate,Single,$120K +,Platinum,34,2,2,1,34516,1488,7281,95
Existing Customer,41,M,3,Graduate,Single,$80K - $120K,Blue,29,2,2,1,9357,1942,7971,84
Existing Customer,56,F,2,Uneducated,Single,Less than $40K,Blue,39,1,2,3,8767,1684,8066,79
Existing Customer,49,F,1,Uneducated,Married,Less than $40K,Gold,37,2,3,1,15987,2065,7395,100
Attrited Customer,50,M,2,Graduate,Single,$120K +,Blue,42,2,1,2,31782,0,4800,53
Existing Customer,42,M,2,Graduate,Married,$120K +,Blue,32,1,1,1,34516,1440,7168,88
Existing Customer,45,F,0,Doctorate,Married,$40K - $60K,Silver,36,1,1,3,19107,933,8987,89
Existing Customer,41,M,4,Post-Graduate,Married,$80K - $120K,Blue,36,1,2,2,21751,1573,8332,102
Existing Customer,48,M,4,Graduate,Married,$80K - $120K,Blue,36,1,2,3,27984,1793,8147,81
Existing Customer,40,M,3,Uneducated,Divorced,$60K - $80K,Blue,30,2,3,2,24499,2517,7667,84
Existing Customer,49,M,0,High School,Single,$80K - $120K,Blue,39,2,1,3,2221,1291,8618,98
Existing Customer,43,M,2,Graduate,Single,$80K - $120K,Blue,35,2,2,2,5858,961,7916,82
Existing Customer,51,M,1,Uneducated,Single,$80K - $120K,Blue,37,1,3,2,27318,2416,7481,96
Existing Customer,59,M,1,Graduate,Single,$60K - $80K,Silver,36,2,2,2,26692,2517,8780,86
Existing Customer,49,M,2,Graduate,Single,$60K - $80K,Gold,45,2,3,1,34516,913,7711,80
Existing Customer,52,M,2,Graduate,Married,$80K - $120K,Blue,41,2,5,1,33256,928,7796,97
Existing Customer,49,M,4,Graduate,Single,$120K +,Silver,36,2,2,2,34516,0,7962,99
Existing Customer,47,M,2,Graduate,Single,$40K - $60K,Blue,35,1,6,3,5791,1957,7823,93
Existing Customer,46,M,1,Uneducated,Married,$80K - $120K,Blue,36,2,3,2,17698,1769,8056,95
Existing Customer,57,F,2,Graduate,Single,Less than $40K,Blue,36,1,2,3,6482,1686,7544,101
Existing Customer,44,M,3,Graduate,Divorced,$60K - $80K,Silver,34,2,3,3,34516,1652,8450,90
Existing Customer,42,M,1,Post-Graduate,Single,$60K - $80K,Gold,36,1,1,2,34516,2276,7485,90
Existing Customer,47,M,2,Uneducated,Single,$120K +,Blue,29,2,3,2,28852,1974,7432,90
Existing Customer,45,M,2,Graduate,Married,$60K - $80K,Blue,35,1,2,3,7653,1693,7508,93
Existing Customer,41,M,3,High School,Divorced,$60K - $80K,Blue,32,1,2,1,4549,2109,8642,85
Attrited Customer,55,M,2,High School,Divorced,$120K +,Blue,46,5,3,2,16828,2517,4939,63
Existing Customer,40,F,4,Post-Graduate,Single,$40K - $60K,Blue,28,2,1,2,11642,1501,9137,92
Existing Customer,49,F,3,Graduate,Married,Less than $40K,Blue,43,2,1,1,7037,0,7678,93
Existing Customer,43,M,4,High School,Married,$40K - $60K,Blue,35,1,1,1,3442,2517,7801,74
Existing Customer,44,F,3,Uneducated,Married,Less than $40K,Blue,36,2,3,3,6680,1839,7632,95
Existing Customer,44,F,2,High School,Married,$40K - $60K,Blue,32,2,2,3,7244,2031,7925,90
Existing Customer,52,M,2,Graduate,Married,$80K - $120K,Blue,37,1,3,1,34516,1369,7745,82
Attrited Customer,42,M,2,Post-Graduate,Married,$60K - $80K,Blue,27,2,2,2,2476,2250,4659,48
Existing Customer,40,F,1,Graduate,Married,Less than $40K,Blue,30,1,1,3,2019,803,8426,102
Existing Customer,62,M,0,Graduate,Divorced,$60K - $80K,Blue,56,1,3,3,6103,2517,8080,92
Existing Customer,52,F,3,Graduate,Single,Less than $40K,Blue,36,2,1,2,2166,1458,8215,109
Existing Customer,50,F,2,Doctorate,Single,Less than $40K,Blue,40,2,1,1,3449,1634,8300,94
Existing Customer,51,F,4,Graduate,Divorced,Less than $40K,Blue,36,2,3,2,2984,2512,8296,91
Attrited Customer,54,F,3,Graduate,Single,Less than $40K,Silver,48,1,5,2,13432,0,4909,50
Existing Customer,45,M,5,Uneducated,Single,$60K - $80K,Blue,32,1,2,1,20633,1989,7570,91
Existing Customer,50,M,1,Graduate,Married,$80K - $120K,Silver,45,2,1,3,34516,925,7755,84
Existing Customer,50,M,1,High School,Married,Less than $40K,Blue,35,2,1,3,3968,2264,12535,118
Existing Customer,46,F,3,High School,Married,$40K - $60K,Blue,42,2,2,1,10901,1874,7498,90
Existing Customer,40,M,3,Post-Graduate,Single,$120K +,Blue,26,1,2,1,34516,2088,6453,89
Existing Customer,43,M,5,Graduate,Single,$80K - $120K,Blue,36,1,1,3,7196,696,8689,93
Existing Customer,48,M,4,Graduate,Married,$60K - $80K,Gold,36,1,6,1,34516,0,7396,100
Existing Customer,38,M,2,Uneducated,Single,$80K - $120K,Blue,22,2,1,3,34516,1595,8871,97
Existing Customer,46,M,5,High School,Married,$120K +,Blue,42,1,1,3,32926,1540,8231,98
Existing Customer,41,F,5,Graduate,Married,Less than $40K,Blue,31,2,3,1,7531,1692,7768,92
Existing Customer,49,F,4,Graduate,Divorced,Less than $40K,Blue,37,2,6,1,1838,1155,7688,93
Existing Customer,42,M,3,Graduate,Married,$80K - $120K,Blue,36,1,1,2,30117,2129,7930,91
Existing Customer,46,M,2,Uneducated,Single,$60K - $80K,Blue,35,1,1,1,5131,1484,7432,92
Existing Customer,44,M,3,Graduate,Single,$80K - $120K,Gold,36,2,3,3,34516,2517,7640,87
Existing Customer,53,M,3,Graduate,Single,$80K - $120K,Blue,45,2,1,2,24262,1984,8241,105
Existing Customer,50,M,1,Graduate,Married,$60K - $80K,Blue,37,2,2,2,20708,1357,8503,88
Attrited Customer,47,F,3,Graduate,Married,Less than $40K,Silver,36,4,3,1,14057,1381,4729,54
Existing Customer,45,M,3,High School,Married,$60K - $80K,Blue,36,2,5,1,17072,1519,8591,99
Existing Customer,52,M,2,High School,Single,$80K - $120K,Blue,46,2,3,3,25737,1168,7722,94
Existing Customer,44,M,3,Graduate,Married,$60K - $80K,Blue,24,1,1,3,15043,0,7234,83
Attrited Customer,40,M,3,Graduate,Single,$80K - $120K,Blue,30,2,2,2,29338,159,4983,40
Existing Customer,57,M,4,Graduate,Single,$120K +,Blue,52,2,3,2,25808,0,7794,94
Existing Customer,45,F,4,Uneducated,Divorced,$40K - $60K,Blue,27,2,2,1,3670,1684,8608,100
Existing Customer,44,F,3,Graduate,Single,Less than $40K,Blue,17,1,2,3,8861,1149,8387,102
Existing Customer,47,M,3,Graduate,Married,$120K +,Silver,42,1,3,1,34516,1161,8212,100
Existing Customer,51,M,2,Graduate,Married,$120K +,Silver,36,1,1,2,34516,1702,8652,98
Attrited Customer,48,F,4,High School,Married,Less than $40K,Blue,30,2,3,2,2913,0,4955,56
Existing Customer,40,F,2,Uneducated,Single,Less than $40K,Blue,34,1,2,1,4748,2085,7288,88
Existing Customer,50,M,2,Graduate,Single,$80K - $120K,Silver,35,1,2,3,34516,0,7745,83
Existing Customer,49,M,4,Uneducated,Married,$120K +,Blue,38,2,3,1,18991,1208,7716,83
Attrited Customer,44,M,3,High School,Married,$80K - $120K,Blue,36,1,3,2,10908,0,4883,42
Existing Customer,46,M,4,Post-Graduate,Married,$40K - $60K,Blue,36,1,2,2,2219,1180,8686,91
Existing Customer,56,M,4,Graduate,Single,$80K - $120K,Blue,46,2,3,1,25736,1388,7209,91
Existing Customer,63,M,0,Uneducated,Single,$60K - $80K,Blue,36,2,3,1,7997,1096,7747,104
Existing Customer,40,M,5,Graduate,Single,$40K - $60K,Blue,36,2,2,3,2849,1741,8669,99
Existing Customer,45,M,5,Graduate,Married,$80K - $120K,Blue,40,1,2,0,29227,1151,8420,100
Existing Customer,52,M,2,Doctorate,Married,$120K +,Blue,44,1,2,2,34516,1382,8604,108
Existing Customer,50,M,2,Uneducated,Married,$40K - $60K,Blue,43,1,3,1,12458,1332,8752,95
Attrited Customer,62,M,1,High School,Single,$60K - $80K,Blue,46,2,3,3,7547,2477,5294,73
Existing Customer,45,F,4,Graduate,Married,Less than $40K,Silver,40,2,5,2,10677,0,8637,94
Existing Customer,38,F,3,High School,Single,$40K - $60K,Gold,26,2,2,1,23981,0,7872,103
Existing Customer,44,F,4,Doctorate,Married,$40K - $60K,Blue,30,1,3,1,6329,1643,8514,109
Existing Customer,42,M,3,Uneducated,Married,$40K - $60K,Blue,37,2,3,3,4960,1724,8218,88
Existing Customer,52,F,1,Uneducated,Single,Less than $40K,Blue,36,2,2,1,3244,1855,8087,95
Existing Customer,48,M,4,Graduate,Married,$60K - $80K,Blue,37,1,2,3,7298,2517,7973,88
Existing Customer,48,M,4,Graduate,Married,$80K - $120K,Blue,40,1,1,3,28307,1506,9042,122
Existing Customer,47,M,2,Graduate,Married,$40K - $60K,Blue,42,2,3,3,2430,1657,8444,100
Existing Customer,49,M,1,Graduate,Married,$120K +,Blue,29,2,3,2,7650,2045,8609,109
Existing Customer,47,M,2,Uneducated,Married,$80K - $120K,Blue,41,1,2,1,13356,1497,8963,105
Existing Customer,56,M,2,Graduate,Single,$120K +,Blue,51,1,1,2,4675,1340,8037,100
Existing Customer,61,M,1,Uneducated,Single,$40K - $60K,Blue,52,2,1,1,2177,1329,7037,82
Existing Customer,45,M,4,Doctorate,Single,$120K +,Gold,36,1,3,1,34516,1411,8007,96
Existing Customer,49,F,2,Graduate,Married,Less than $40K,Blue,39,2,3,3,2821,1995,8220,103
Existing Customer,44,F,4,Uneducated,Married,Less than $40K,Blue,36,2,2,3,6769,1133,7986,88
Existing Customer,51,M,1,High School,Married,$120K +,Blue,43,2,3,2,30172,1825,8879,101
Existing Customer,44,F,5,Uneducated,Single,Less than $40K,Blue,36,1,3,1,7742,1163,9081,100
Existing Customer,51,M,4,Graduate,Married,$60K - $80K,Silver,33,1,3,3,25653,2059,8305,103
Existing Customer,52,F,1,Graduate,Single,$40K - $60K,Blue,40,2,1,2,4705,890,8226,97
Existing Customer,39,M,3,High School,Married,$80K - $120K,Blue,27,1,3,1,19150,1093,8327,85
Existing Customer,38,M,2,High School,Single,$60K - $80K,Gold,18,1,2,3,34516,1494,7885,85
Existing Customer,51,M,3,Graduate,Married,$80K - $120K,Blue,46,1,3,1,11765,1429,8914,99
Existing Customer,41,M,3,High School,Divorced,$80K - $120K,Blue,28,1,3,3,16627,2118,7996,99
Existing Customer,43,M,2,Post-Graduate,Married,$60K - $80K,Blue,34,1,1,3,13553,1448,8751,94
Existing Customer,40,M,3,High School,Married,$60K - $80K,Blue,28,2,3,1,11476,2365,8110,113
Existing Customer,58,M,1,Uneducated,Single,$80K - $120K,Blue,54,1,3,1,5182,1459,7960,112
Attrited Customer,44,M,2,Post-Graduate,Married,$60K - $80K,Blue,34,6,3,4,23026,2517,4909,52
Existing Customer,48,M,4,Graduate,Married,$60K - $80K,Blue,37,2,2,1,18477,0,8695,95
Existing Customer,45,M,2,Graduate,Single,Less than $40K,Silver,32,2,1,3,12695,1613,8328,94
Existing Customer,37,F,3,Graduate,Single,$40K - $60K,Blue,25,2,2,3,9875,1239,8920,105
Existing Customer,43,M,2,High School,Married,$60K - $80K,Blue,37,1,3,3,2600,2047,8804,111
Attrited Customer,61,M,0,Post-Graduate,Single,$60K - $80K,Blue,43,5,3,2,12218,0,5272,62
Existing Customer,51,M,3,Uneducated,Married,$80K - $120K,Silver,37,1,2,1,34516,0,8736,97
Existing Customer,48,F,2,Uneducated,Divorced,$40K - $60K,Silver,39,2,2,2,21754,0,9105,104
Existing Customer,46,M,2,Uneducated,Single,$60K - $80K,Blue,35,1,1,0,8396,604,8329,101
Existing Customer,55,F,0,Graduate,Single,Less than $40K,Silver,49,1,2,3,12094,1870,8285,106
Existing Customer,44,M,4,High School,Single,$60K - $80K,Blue,36,1,1,3,2946,743,8553,88
Existing Customer,48,M,2,Uneducated,Single,$40K - $60K,Silver,40,2,3,2,17812,0,8379,106
Existing Customer,45,F,2,Uneducated,Divorced,$40K - $60K,Silver,40,5,2,2,15785,1174,8097,105
Attrited Customer,43,F,4,Graduate,Single,Less than $40K,Blue,32,4,3,1,3015,0,5372,75
Existing Customer,40,F,3,High School,Married,$40K - $60K,Silver,34,2,2,2,19000,1568,8443,97
Attrited Customer,49,M,2,High School,Married,$120K +,Blue,39,2,3,2,11714,949,5366,68
Existing Customer,42,M,4,Graduate,Single,$80K - $120K,Silver,38,2,1,3,34516,2273,8502,103
Existing Customer,63,M,1,High School,Single,$60K - $80K,Blue,54,2,3,3,23355,1061,8634,95
Existing Customer,49,M,2,Uneducated,Married,$80K - $120K,Blue,31,1,5,3,20734,2517,8888,103
Existing Customer,43,F,3,Graduate,Married,$40K - $60K,Blue,37,2,1,3,2476,1396,8785,111
Existing Customer,55,M,4,Graduate,Single,$120K +,Silver,36,2,2,3,34516,2443,8765,105
Attrited Customer,43,M,3,Graduate,Single,$40K - $60K,Blue,35,5,3,2,6080,787,4866,56
Attrited Customer,51,M,1,High School,Single,$80K - $120K,Blue,38,2,3,3,28605,0,5524,67
Existing Customer,31,F,0,Uneducated,Divorced,Less than $40K,Silver,23,2,2,1,10850,1873,13794,127
Existing Customer,43,M,4,Graduate,Divorced,$80K - $120K,Blue,32,2,1,2,24244,1649,8074,84
Existing Customer,59,M,0,Graduate,Single,$60K - $80K,Blue,46,2,3,2,17218,1829,7971,97
Existing Customer,39,M,1,Uneducated,Single,$80K - $120K,Blue,36,1,1,3,34458,846,8271,94
Existing Customer,60,M,1,High School,Divorced,$40K - $60K,Blue,53,2,3,3,9369,1813,7699,101
Existing Customer,45,M,2,Graduate,Married,$60K - $80K,Platinum,31,2,2,1,34516,1308,8773,105
Existing Customer,41,M,3,Graduate,Married,$60K - $80K,Blue,29,2,2,1,17277,2151,8838,97
Existing Customer,49,F,3,Graduate,Single,$40K - $60K,Silver,36,1,3,1,20176,2219,8255,86
Existing Customer,45,M,3,Graduate,Single,$40K - $60K,Blue,38,1,3,1,3751,1869,9497,106
Attrited Customer,45,F,3,High School,Married,$40K - $60K,Blue,37,6,2,2,3399,0,5529,78
Existing Customer,45,M,2,High School,Married,$40K - $60K,Blue,33,1,3,3,11529,1823,8135,97
Existing Customer,40,F,3,Graduate,Divorced,Less than $40K,Blue,31,1,3,2,8694,1117,9523,105
Existing Customer,52,F,1,Graduate,Single,Less than $40K,Blue,36,1,3,3,6616,831,9065,85
Existing Customer,51,M,2,Graduate,Married,$40K - $60K,Blue,45,2,2,2,11467,1146,14373,97
Existing Customer,30,M,1,High School,Married,$60K - $80K,Blue,16,1,3,3,15795,1742,13173,96
Attrited Customer,62,F,1,Graduate,Single,Less than $40K,Blue,56,1,2,1,3109,0,5470,72
Existing Customer,47,F,4,Post-Graduate,Single,Less than $40K,Blue,27,1,2,2,8837,2517,8210,100
